Time,Temperature,pH,Turbidity,DissolvedOxygen
00:27.7,26.29,8.1,17.32,4.31
00:28.1,26.29,8.1,17.32,4.31
00:28.4,26.29,8.1,17.32,4.31
00:28.8,26.29,8.1,17.32,4.31
00:29.2,26.29,8.1,17.32,4.31
00:29.5,26.29,8.1,17.32,4.31
00:29.9,26.29,8.1,17.32,4.31
00:30.3,26.29,8.1,17.32,4.31
00:30.6,26.29,8.1,17.32,4.31
00:31.0,26.29,8.1,17.32,4.31
00:31.4,26.29,8.1,17.32,4.31
00:31.7,26.29,8.1,17.32,4.31
00:32.1,26.29,8.1,17.32,4.31
00:32.5,26.29,8.1,17.32,4.31
00:32.8,26.29,8.1,17.32,4.31
00:33.2,26.29,8.1,17.32,4.31
00:33.6,26.29,8.1,17.32,4.31
00:33.9,26.29,8.1,17.32,4.31
00:34.3,26.29,8.1,17.32,4.31
00:34.6,26.29,8.1,17.32,4.31
00:34.9,26.29,8.1,17.32,4.31
00:35.3,26.29,8.1,17.32,4.31
00:35.7,26.29,8.1,17.32,4.31
00:36.0,26.29,8.1,17.32,4.31
00:36.4,26.29,8.1,17.32,4.31
00:36.7,26.29,8.1,17.32,4.31
00:37.1,26.29,8.1,17.32,4.31
00:37.5,26.29,8.1,17.32,4.31
00:37.8,26.29,8.1,17.32,4.31
00:38.2,26.29,8.1,17.32,4.31
00:38.6,26.29,8.1,17.32,4.31
00:38.9,26.29,8.1,17.32,4.31
00:39.3,26.29,8.1,17.32,4.31
00:39.7,26.29,8.1,17.32,4.31
00:40.0,26.29,8.1,17.32,4.31
00:40.4,26.29,8.1,17.32,4.31
00:40.8,26.29,8.1,17.32,4.31
00:41.1,26.29,8.1,17.32,4.31
00:41.5,26.29,8.1,17.32,4.31
00:41.9,26.29,8.1,17.32,4.31
00:42.2,26.29,8.1,17.32,4.31
00:42.6,26.29,8.1,17.32,4.31
00:43.0,26.29,8.1,17.32,4.31
00:43.3,26.29,8.1,17.32,4.31
00:43.7,26.29,8.1,17.32,4.31
00:44.1,26.29,8.1,17.32,4.31
00:44.4,26.29,8.1,17.32,4.31
00:44.8,26.29,8.1,17.32,4.31
00:45.1,26.29,8.1,17.32,4.31
00:45.5,26.29,8.1,17.32,4.31
00:45.9,26.29,8.1,17.32,4.31
00:46.2,26.29,8.1,17.32,4.31
00:46.6,26.29,8.1,17.32,4.31
00:47.0,26.29,8.1,17.32,4.31
00:47.3,26.29,8.1,17.32,4.31
00:47.7,26.29,8.1,17.32,4.31
00:48.1,26.29,8.1,17.32,4.31
00:48.4,26.29,8.1,17.32,4.31
00:48.8,26.29,8.1,17.32,4.31
00:49.2,26.29,8.1,17.32,4.31
00:49.5,26.29,8.1,17.32,4.31
00:49.9,26.29,8.1,17.32,4.31
00:50.3,26.29,8.1,17.32,4.31
00:50.6,26.29,8.1,17.32,4.31
00:51.0,26.29,8.1,17.32,4.31
00:51.4,26.29,8.1,17.32,4.31
00:51.7,26.29,8.1,17.32,4.31
00:52.1,26.29,8.1,17.32,4.31
00:52.5,26.29,8.1,17.32,4.31
00:52.8,26.29,8.1,17.32,4.31
00:53.2,26.29,8.1,17.32,4.31
00:53.5,26.29,8.1,17.32,4.31
00:53.9,26.29,8.1,17.32,4.31
00:54.3,26.29,8.1,17.32,4.31
00:54.6,26.29,8.1,17.32,4.31
00:55.0,26.29,8.1,17.32,4.31
00:55.4,26.29,8.1,17.32,4.31
00:55.7,26.29,8.1,17.32,4.31
00:56.1,26.29,8.1,17.32,4.31
00:56.5,26.29,8.1,17.32,4.31
00:56.8,26.29,8.1,17.32,4.31
00:57.2,26.29,8.1,17.32,4.31
00:57.6,26.29,8.1,17.32,4.31
00:57.9,26.29,8.1,17.32,4.31
00:58.3,26.29,8.1,17.32,4.31
00:58.7,26.29,8.1,17.32,4.31
00:59.0,26.29,8.1,17.32,4.31
00:59.4,26.29,8.1,17.32,4.31
00:59.8,26.29,8.1,17.32,4.31
01:00.1,26.29,8.1,17.32,4.31
01:00.4,26.29,8.1,17.32,4.31
01:00.8,26.29,8.1,17.32,4.31
01:01.1,26.29,8.1,17.32,4.31
01:01.5,26.29,8.1,17.32,4.31
01:01.8,26.29,8.1,17.32,4.31
01:02.2,26.29,8.1,17.32,4.31
01:02.6,26.29,8.1,17.32,4.31
01:02.9,26.29,8.1,17.32,4.31
01:03.3,26.29,8.1,17.32,4.31
01:03.7,26.29,8.1,17.32,4.31
01:04.0,26.29,8.1,17.32,4.31
01:04.4,26.29,8.1,17.32,4.31
01:04.8,26.29,8.1,17.32,4.31
01:05.1,26.29,8.1,17.32,4.31
01:05.5,26.29,8.1,17.32,4.31
01:05.8,26.29,8.1,17.32,4.31
01:06.2,26.29,8.1,17.32,4.31
01:06.5,26.29,8.1,17.32,4.31
01:06.9,26.29,8.1,17.32,4.31
01:07.3,26.29,8.1,17.32,4.31
01:07.6,26.29,8.1,17.32,4.31
01:08.0,26.29,8.1,17.32,4.31
01:08.4,26.29,8.1,17.32,4.31
01:08.8,26.29,8.1,17.32,4.31
01:09.1,26.29,8.1,17.32,4.31
01:09.5,26.29,8.1,17.32,4.31
01:09.8,26.29,8.1,17.32,4.31
01:10.2,26.29,8.1,17.32,4.31
01:10.6,26.29,8.1,17.32,4.31
01:11.0,26.29,8.1,17.32,4.31
01:11.3,26.29,8.1,17.32,4.31
01:11.7,26.29,8.1,17.32,4.31
01:12.0,26.29,8.1,17.32,4.31
01:12.4,26.29,8.1,17.32,4.31
01:12.8,26.29,8.1,17.32,4.31
01:13.1,26.29,8.1,17.32,4.31
01:13.5,26.29,8.1,17.32,4.31
01:13.9,26.29,8.1,17.32,4.31
01:14.2,26.29,8.1,17.32,4.31
01:14.6,26.29,8.1,17.32,4.31
01:14.9,26.29,8.1,17.32,4.31
01:15.3,26.29,8.1,17.32,4.31
01:15.7,26.29,8.1,17.32,4.31
01:16.0,26.29,8.1,17.32,4.31
01:16.4,26.29,8.1,17.32,4.31
01:16.8,26.29,8.1,17.32,4.31
01:17.1,26.29,8.1,17.32,4.31
01:17.5,26.29,8.1,17.32,4.31
01:17.9,26.29,8.1,17.32,4.31
01:18.2,26.29,8.1,17.32,4.31
01:18.6,26.29,8.1,17.32,4.31
01:19.0,26.29,8.1,17.32,4.31
01:19.3,26.29,8.1,17.32,4.31
01:19.7,26.29,8.1,17.32,4.31
01:20.1,26.29,8.1,17.32,4.31
01:20.4,26.29,8.1,17.32,4.31
01:20.8,26.29,8.1,17.32,4.31
01:21.2,26.29,8.1,17.32,4.31
01:21.5,26.29,8.1,17.32,4.31
01:21.9,26.29,8.1,17.32,4.31
01:22.2,26.29,8.1,17.32,4.31
01:22.6,26.29,8.1,17.32,4.31
01:23.0,26.29,8.1,17.32,4.31
01:23.3,26.29,8.1,17.32,4.31
01:23.7,26.29,8.1,17.32,4.31
01:24.1,26.29,8.1,17.32,4.31
01:24.4,26.29,8.1,17.32,4.31
01:24.8,26.29,8.1,17.32,4.31
01:25.2,26.29,8.1,17.32,4.31
01:25.5,26.29,8.1,17.32,4.31
01:25.9,26.29,8.1,17.32,4.31
01:26.3,26.29,8.1,17.32,4.31
01:26.6,26.29,8.1,17.32,4.31
01:27.0,26.29,8.1,17.32,4.31
01:27.3,26.29,8.1,17.32,4.31
01:27.7,26.29,8.1,17.32,4.31
01:28.1,26.29,8.1,17.32,4.31
01:28.5,26.29,8.1,17.32,4.31
01:28.8,26.29,8.1,17.32,4.31
01:29.2,26.29,8.1,17.32,4.31
01:29.6,26.29,8.1,17.32,4.31
01:29.9,26.29,8.1,17.32,4.31
01:30.2,26.29,8.1,17.32,4.31
01:30.6,26.29,8.1,17.32,4.31
01:31.0,26.29,8.1,17.32,4.31
01:31.3,26.29,8.1,17.32,4.31
01:31.7,26.29,8.1,17.32,4.31
01:32.1,26.29,8.1,17.32,4.31
01:32.4,26.29,8.1,17.32,4.31
01:32.8,26.29,8.1,17.32,4.31
01:33.2,26.29,8.1,17.32,4.31
01:33.5,26.29,8.1,17.32,4.31
01:33.9,26.29,8.1,17.32,4.31
01:34.3,26.29,8.1,17.32,4.31
01:34.6,26.29,8.1,17.32,4.31
01:35.0,26.29,8.1,17.32,4.31
01:35.4,26.29,8.1,17.32,4.31
01:35.7,26.29,8.1,17.32,4.31
01:36.1,26.29,8.1,17.32,4.31
01:36.4,26.29,8.1,17.32,4.31
01:36.8,26.29,8.1,17.32,4.31
01:37.2,26.29,8.1,17.32,4.31
01:37.5,26.29,8.1,17.32,4.31
01:37.9,26.29,8.1,17.32,4.31
01:38.3,26.29,8.1,17.32,4.31
01:38.6,26.29,8.1,17.32,4.31
01:39.0,26.29,8.1,17.32,4.31
01:39.4,26.29,8.1,17.32,4.31
01:39.7,26.29,8.1,17.32,4.31
01:40.1,26.29,8.1,17.32,4.31
01:40.5,26.29,8.1,17.32,4.31
01:40.8,26.29,8.1,17.32,4.31
01:41.2,26.29,8.1,17.32,4.31
01:41.6,26.29,8.1,17.32,4.31
01:41.9,26.29,8.1,17.32,4.31
01:42.3,26.29,8.1,17.32,4.31
01:42.7,26.29,8.1,17.32,4.31
01:43.0,26.29,8.1,17.32,4.31
01:43.4,26.29,8.1,17.32,4.31
01:43.8,26.29,8.1,17.32,4.31
01:44.0,26.29,8.1,17.32,4.31
01:44.4,26.29,8.1,17.32,4.31
01:44.7,26.29,8.1,17.32,4.31
01:45.1,26.29,8.1,17.32,4.31
01:45.4,26.29,8.1,17.32,4.31
01:45.8,26.29,8.1,17.32,4.31
01:46.2,26.29,8.1,17.32,4.31
01:46.5,26.29,8.1,17.32,4.31
01:46.9,26.29,8.1,17.32,4.31
01:47.3,26.29,8.1,17.32,4.31
01:47.6,26.29,8.1,17.32,4.31
01:48.0,26.29,8.1,17.32,4.31
01:48.4,26.29,8.1,17.32,4.31
01:48.7,26.29,8.1,17.32,4.31
01:49.1,26.29,8.1,17.32,4.31
01:49.4,26.29,8.1,17.32,4.31
01:49.8,26.29,8.1,17.32,4.31
01:50.2,26.29,8.1,17.32,4.31
01:50.5,26.29,8.1,17.32,4.31
01:50.9,26.29,8.1,17.32,4.31
01:51.3,26.29,8.1,17.32,4.31
01:51.5,26.29,8.1,17.32,4.31
01:51.9,26.29,8.1,17.32,4.31
01:52.3,26.29,8.1,17.32,4.31
01:52.6,26.29,8.1,17.32,4.31
01:53.0,26.29,8.1,17.32,4.31
01:53.4,26.29,8.1,17.32,4.31
01:53.7,26.29,8.1,17.32,4.31
01:54.1,26.29,8.1,17.32,4.31
01:54.5,26.29,8.1,17.32,4.31
01:54.8,26.29,8.1,17.32,4.31
01:55.2,26.29,8.1,17.32,4.31
01:55.6,26.29,8.1,17.32,4.31
01:55.9,26.29,8.1,17.32,4.31
01:56.3,26.29,8.1,17.32,4.31
01:56.7,26.29,8.1,17.32,4.31
01:57.0,26.29,8.1,17.32,4.31
01:57.4,26.29,8.1,17.32,4.31
01:57.7,26.29,8.1,17.32,4.31
01:58.1,26.29,8.1,17.32,4.31
01:58.5,26.29,8.1,17.32,4.31
01:58.8,26.29,8.1,17.32,4.31
01:59.2,26.29,8.1,17.32,4.31
01:59.6,26.29,8.1,17.32,4.31
01:59.9,26.29,8.1,17.32,4.31
02:00.3,26.29,8.1,17.32,4.31
02:00.7,26.29,8.1,17.32,4.31
02:01.0,26.29,8.1,17.32,4.31
02:01.4,26.29,8.1,17.32,4.31
02:01.8,26.29,8.1,17.32,4.31
02:02.1,26.29,8.1,17.32,4.31
02:02.5,26.29,8.1,17.32,4.31
02:02.9,26.29,8.1,17.32,4.31
02:03.2,26.29,8.1,17.32,4.31
02:03.6,26.29,8.1,17.32,4.31
02:04.0,26.29,8.1,17.32,4.31
02:04.3,26.29,8.1,17.32,4.31
02:04.7,26.29,8.1,17.32,4.31
02:05.1,26.29,8.1,17.32,4.31
02:05.4,26.29,8.1,17.32,4.31
02:05.8,26.29,8.1,17.32,4.31
02:06.1,26.29,8.1,17.32,4.31
02:06.5,26.29,8.1,17.32,4.31
02:06.9,26.29,8.1,17.32,4.31
02:07.2,26.29,8.1,17.32,4.31
02:07.6,26.29,8.1,17.32,4.31
02:08.0,26.29,8.1,17.32,4.31
02:08.3,26.29,8.1,17.32,4.31
02:08.7,26.29,8.1,17.32,4.31
02:09.0,26.29,8.1,17.32,4.31
02:09.4,26.29,8.1,17.32,4.31
02:09.8,26.29,8.1,17.32,4.31
02:10.2,26.29,8.1,17.32,4.31
02:10.5,26.29,8.1,17.32,4.31
02:10.9,26.29,8.1,17.32,4.31
02:11.3,26.29,8.1,17.32,4.31
02:11.6,26.29,8.1,17.32,4.31
02:12.0,26.29,8.1,17.32,4.31
02:12.4,26.29,8.1,17.32,4.31
02:12.7,26.29,8.1,17.32,4.31
02:13.1,26.29,8.1,17.32,4.31
02:13.4,26.29,8.1,17.32,4.31
02:13.8,26.29,8.1,17.32,4.31
02:14.2,26.29,8.1,17.32,4.31
02:14.5,26.29,8.1,17.32,4.31
02:14.9,26.29,8.1,17.32,4.31
02:15.2,26.29,8.1,17.32,4.31
02:15.6,26.29,8.1,17.32,4.31
02:16.0,26.29,8.1,17.32,4.31
02:16.3,26.29,8.1,17.32,4.31
02:16.7,26.29,8.1,17.32,4.31
02:17.1,26.29,8.1,17.32,4.31
02:17.4,26.29,8.1,17.32,4.31
02:17.8,26.29,8.1,17.32,4.31
02:18.2,26.29,8.1,17.32,4.31
02:18.5,26.29,8.1,17.32,4.31
02:18.9,26.29,8.1,17.32,4.31
02:19.2,26.29,8.1,17.32,4.31
02:19.6,26.29,8.1,17.32,4.31
02:20.0,26.29,8.1,17.32,4.31
02:20.3,26.29,8.1,17.32,4.31
02:20.7,26.29,8.1,17.32,4.31
02:21.1,26.29,8.1,17.32,4.31
02:21.4,26.29,8.1,17.32,4.31
02:21.8,26.29,8.1,17.32,4.31
02:22.1,26.29,8.1,17.32,4.31
02:22.5,26.29,8.1,17.32,4.31
02:22.9,26.29,8.1,17.32,4.31
02:23.3,26.29,8.1,17.32,4.31
02:23.6,26.29,8.1,17.32,4.31
02:24.0,26.29,8.1,17.32,4.31
02:24.3,26.29,8.1,17.32,4.31
02:24.7,26.29,8.1,17.32,4.31
02:25.0,26.29,8.1,17.32,4.31
02:25.4,26.29,8.1,17.32,4.31
02:25.8,26.29,8.1,17.32,4.31
02:26.1,26.29,8.1,17.32,4.31
02:26.5,26.29,8.1,17.32,4.31
02:26.9,26.29,8.1,17.32,4.31
02:27.2,26.29,8.1,17.32,4.31
02:27.6,26.29,8.1,17.32,4.31
02:28.0,26.29,8.1,17.32,4.31
02:28.3,26.29,8.1,17.32,4.31
02:28.7,26.29,8.1,17.32,4.31
02:29.1,26.29,8.1,17.32,4.31
02:29.4,26.29,8.1,17.32,4.31
02:29.8,26.29,8.1,17.32,4.31
02:30.2,26.29,8.1,17.32,4.31
02:30.5,26.29,8.1,17.32,4.31
02:30.9,26.29,8.1,17.32,4.31
02:31.2,26.29,8.1,17.32,4.31
02:31.6,26.29,8.1,17.32,4.31
02:32.0,26.29,8.1,17.32,4.31
02:32.2,26.29,8.1,17.32,4.31
02:32.6,26.29,8.1,17.32,4.31
02:33.0,26.29,8.1,17.32,4.31
02:33.3,26.29,8.1,17.32,4.31
02:33.7,26.29,8.1,17.32,4.31
02:34.1,26.29,8.1,17.32,4.31
02:34.4,26.29,8.1,17.32,4.31
02:34.8,26.29,8.1,17.32,4.31
02:35.2,26.29,8.1,17.32,4.31
02:35.5,26.29,8.1,17.32,4.31
02:35.9,26.29,8.1,17.32,4.31
02:36.3,26.29,8.1,17.32,4.31
02:36.6,26.29,8.1,17.32,4.31
02:37.0,26.29,8.1,17.32,4.31
02:37.4,26.29,8.1,17.32,4.31
02:37.7,26.29,8.1,17.32,4.31
02:38.1,26.29,8.1,17.32,4.31
02:38.5,26.29,8.1,17.32,4.31
02:38.8,26.29,8.1,17.32,4.31
02:39.2,26.29,8.1,17.32,4.31
02:39.5,26.29,8.1,17.32,4.31
02:39.9,26.29,8.1,17.32,4.31
02:40.3,26.29,8.1,17.32,4.31
02:40.6,26.29,8.1,17.32,4.31
02:41.0,26.29,8.1,17.32,4.31
02:41.4,26.29,8.1,17.32,4.31
02:41.7,26.29,8.1,17.32,4.31
02:42.1,26.29,8.1,17.32,4.31
02:42.5,26.29,8.1,17.32,4.31
02:42.8,26.29,8.1,17.32,4.31
02:43.2,26.29,8.1,17.32,4.31
02:43.6,26.29,8.1,17.32,4.31
02:43.9,26.29,8.1,17.32,4.31
02:44.3,26.29,8.1,17.32,4.31
02:44.7,26.29,8.1,17.32,4.31
02:45.0,26.29,8.1,17.32,4.31
02:45.4,26.29,8.1,17.32,4.31
02:45.8,26.29,8.1,17.32,4.31
02:46.1,26.29,8.1,17.32,4.31
02:46.5,26.29,8.1,17.32,4.31
02:46.9,26.29,8.1,17.32,4.31
02:47.2,26.29,8.1,17.32,4.31
02:47.6,26.29,8.1,17.32,4.31
02:47.9,26.29,8.1,17.32,4.31
02:48.3,26.29,8.1,17.32,4.31
02:48.7,26.29,8.1,17.32,4.31
02:49.0,26.29,8.1,17.32,4.31
02:49.4,26.29,8.1,17.32,4.31
02:49.8,26.29,8.1,17.32,4.31
02:50.1,26.29,8.1,17.32,4.31
02:50.5,26.29,8.1,17.32,4.31
02:50.9,26.29,8.1,17.32,4.31
02:51.2,26.29,8.1,17.32,4.31
02:51.6,26.29,8.1,17.32,4.31
02:52.0,26.29,8.1,17.32,4.31
02:52.2,26.29,8.1,17.32,4.31
02:52.6,26.29,8.1,17.32,4.31
02:53.0,26.29,8.1,17.32,4.31
02:53.3,26.29,8.1,17.32,4.31
02:53.7,26.29,8.1,17.32,4.31
02:54.1,26.29,8.1,17.32,4.31
02:54.4,26.29,8.1,17.32,4.31
02:54.7,26.29,8.1,17.32,4.31
02:55.1,26.29,8.1,17.32,4.31
02:55.4,26.29,8.1,17.32,4.31
02:55.8,26.29,8.1,17.32,4.31
02:56.1,26.29,8.1,17.32,4.31
02:56.5,26.29,8.1,17.32,4.31
02:56.9,26.29,8.1,17.32,4.31
02:57.2,26.29,8.1,17.32,4.31
02:57.6,26.29,8.1,17.32,4.31
02:58.0,26.29,8.1,17.32,4.31
02:58.3,26.29,8.1,17.32,4.31
02:58.7,26.29,8.1,17.32,4.31
02:59.0,26.29,8.1,17.32,4.31
02:59.4,26.29,8.1,17.32,4.31
02:59.8,26.29,8.1,17.32,4.31
03:00.1,26.29,8.1,17.32,4.31
03:00.5,26.29,8.1,17.32,4.31
03:00.9,26.29,8.1,17.32,4.31
03:01.2,26.29,8.1,17.32,4.31
03:01.6,26.29,8.1,17.32,4.31
03:01.9,26.29,8.1,17.32,4.31
03:02.3,26.29,8.1,17.32,4.31
03:02.7,26.29,8.1,17.32,4.31
03:02.9,26.29,8.1,17.32,4.31
03:03.3,26.29,8.1,17.32,4.31
03:03.7,26.29,8.1,17.32,4.31
03:04.0,26.29,8.1,17.32,4.31
03:04.4,26.29,8.1,17.32,4.31
03:04.8,26.29,8.1,17.32,4.31
03:05.1,26.29,8.1,17.32,4.31
03:05.5,26.29,8.1,17.32,4.31
03:05.9,26.29,8.1,17.32,4.31
03:06.2,26.29,8.1,17.32,4.31
03:06.6,26.29,8.1,17.32,4.31
03:07.0,26.29,8.1,17.32,4.31
03:07.3,26.29,8.1,17.32,4.31
03:07.7,26.29,8.1,17.32,4.31
03:08.1,26.29,8.1,17.32,4.31
03:08.3,26.29,8.1,17.32,4.31
03:08.7,26.29,8.1,17.32,4.31
03:09.0,26.29,8.1,17.32,4.31
03:09.4,26.29,8.1,17.32,4.31
03:09.8,26.29,8.1,17.32,4.31
03:10.1,26.29,8.1,17.32,4.31
03:10.5,26.29,8.1,17.32,4.31
03:10.9,26.29,8.1,17.32,4.31
03:11.2,26.29,8.1,17.32,4.31
03:11.6,26.29,8.1,17.32,4.31
03:11.9,26.29,8.1,17.32,4.31
03:12.3,26.29,8.1,17.32,4.31
03:12.7,26.29,8.1,17.32,4.31
03:13.0,26.29,8.1,17.32,4.31
03:13.4,26.29,8.1,17.32,4.31
03:13.7,26.29,8.1,17.32,4.31
03:14.1,26.29,8.1,17.32,4.31
03:14.5,26.29,8.1,17.32,4.31
03:14.8,26.29,8.1,17.32,4.31
03:15.2,26.29,8.1,17.32,4.31
03:15.6,26.29,8.1,17.32,4.31
03:15.9,26.29,8.1,17.32,4.31
03:16.3,26.29,8.1,17.32,4.31
03:16.7,26.29,8.1,17.32,4.31
03:17.0,26.29,8.1,17.32,4.31
03:17.4,26.29,8.1,17.32,4.31
03:17.8,26.29,8.1,17.32,4.31
03:18.1,26.29,8.1,17.32,4.31
03:18.5,26.29,8.1,17.32,4.31
03:18.9,26.29,8.1,17.32,4.31
03:19.2,26.29,8.1,17.32,4.31
03:19.6,26.29,8.1,17.32,4.31
03:20.0,26.29,8.1,17.32,4.31
03:20.3,26.29,8.1,17.32,4.31
03:20.7,26.29,8.1,17.32,4.31
03:21.1,26.29,8.1,17.32,4.31
03:21.4,26.29,8.1,17.32,4.31
03:21.8,26.29,8.1,17.32,4.31
03:22.1,26.29,8.1,17.32,4.31
03:22.5,26.29,8.1,17.32,4.31
03:22.9,26.29,8.1,17.32,4.31
03:23.2,26.29,8.1,17.32,4.31
03:23.6,26.29,8.1,17.32,4.31
03:23.9,26.29,8.1,17.32,4.31
03:24.3,26.29,8.1,17.32,4.31
03:24.7,26.29,8.1,17.32,4.31
03:25.1,26.29,8.1,17.32,4.31
03:25.4,26.29,8.1,17.32,4.31
03:25.7,26.29,8.1,17.32,4.31
03:26.1,26.29,8.1,17.32,4.31
03:26.5,26.29,8.1,17.32,4.31
03:26.8,26.29,8.1,17.32,4.31
03:27.2,26.29,8.1,17.32,4.31
03:27.6,26.29,8.1,17.32,4.31
03:27.9,26.29,8.1,17.32,4.31
03:28.3,26.29,8.1,17.32,4.31
03:28.7,26.29,8.1,17.32,4.31
03:29.0,26.29,8.1,17.32,4.31
03:29.4,26.29,8.1,17.32,4.31
03:29.8,26.29,8.1,17.32,4.31
03:30.1,26.29,8.1,17.32,4.31
03:30.5,26.29,8.1,17.32,4.31
03:30.9,26.29,8.1,17.32,4.31
03:31.2,26.29,8.1,17.32,4.31
03:31.5,26.29,8.1,17.32,4.31
03:31.9,26.29,8.1,17.32,4.31
03:32.2,26.29,8.1,17.32,4.31
03:32.6,26.29,8.1,17.32,4.31
03:33.0,26.29,8.1,17.32,4.31
03:33.3,26.29,8.1,17.32,4.31
03:33.7,26.29,8.1,17.32,4.31
03:34.0,26.29,8.1,17.32,4.31
03:34.4,26.29,8.1,17.32,4.31
03:34.8,26.29,8.1,17.32,4.31
03:35.1,26.29,8.1,17.32,4.31
03:35.5,26.29,8.1,17.32,4.31
03:35.9,26.29,8.1,17.32,4.31
03:36.2,26.29,8.1,17.32,4.31
03:36.6,26.29,8.1,17.32,4.31
03:37.0,26.29,8.1,17.32,4.31
03:37.2,26.29,8.1,17.32,4.31
03:37.6,26.29,8.1,17.32,4.31
03:38.0,26.29,8.1,17.32,4.31
03:38.3,26.29,8.1,17.32,4.31
03:38.7,26.29,8.1,17.32,4.31
03:39.1,26.29,8.1,17.32,4.31
03:39.4,26.29,8.1,17.32,4.31
03:39.8,26.29,8.1,17.32,4.31
03:40.2,26.29,8.1,17.32,4.31
03:40.5,26.29,8.1,17.32,4.31
03:40.9,26.29,8.1,17.32,4.31
03:41.3,26.29,8.1,17.32,4.31
03:41.6,26.29,8.1,17.32,4.31
03:42.0,26.29,8.1,17.32,4.31
03:42.3,26.29,8.1,17.32,4.31
03:42.7,26.29,8.1,17.32,4.31
03:43.1,26.29,8.1,17.32,4.31
03:43.3,26.29,8.1,17.32,4.31
03:43.7,26.29,8.1,17.32,4.31
03:44.1,26.29,8.1,17.32,4.31
03:44.4,26.29,8.1,17.32,4.31
03:44.8,26.29,8.1,17.32,4.31
03:45.2,26.29,8.1,17.32,4.31
03:45.5,26.29,8.1,17.32,4.31
03:45.8,26.29,8.1,17.32,4.31
03:46.2,26.29,8.1,17.32,4.31
03:46.5,26.29,8.1,17.32,4.31
03:46.9,26.29,8.1,17.32,4.31
03:47.3,26.29,8.1,17.32,4.31
03:47.6,26.29,8.1,17.32,4.31
03:48.0,26.29,8.1,17.32,4.31
03:48.3,26.29,8.1,17.32,4.31
03:48.6,26.29,8.1,17.32,4.31
03:49.0,26.29,8.1,17.32,4.31
03:49.4,26.29,8.1,17.32,4.31
03:49.7,26.29,8.1,17.32,4.31
03:50.1,26.29,8.1,17.32,4.31
03:50.4,26.29,8.1,17.32,4.31
03:50.8,26.29,8.1,17.32,4.31
03:51.2,26.29,8.1,17.32,4.31
03:51.5,26.29,8.1,17.32,4.31
03:51.9,26.29,8.1,17.32,4.31
03:52.3,26.29,8.1,17.32,4.31
03:52.6,26.29,8.1,17.32,4.31
03:53.0,26.29,8.1,17.32,4.31
03:53.4,26.29,8.1,17.32,4.31
03:53.7,26.29,8.1,17.32,4.31
03:54.1,26.29,8.1,17.32,4.31
03:54.5,26.29,8.1,17.32,4.31
03:54.8,26.29,8.1,17.32,4.31
03:55.2,26.29,8.1,17.32,4.31
03:55.6,26.29,8.1,17.32,4.31
03:55.9,26.29,8.1,17.32,4.31
03:56.3,26.29,8.1,17.32,4.31
03:56.7,26.29,8.1,17.32,4.31
03:57.0,26.29,8.1,17.32,4.31
03:57.4,26.29,8.1,17.32,4.31
03:57.8,26.29,8.1,17.32,4.31
03:58.1,26.29,8.1,17.32,4.31
03:58.5,26.29,8.1,17.32,4.31
03:58.8,26.29,8.1,17.32,4.31
03:59.2,26.29,8.1,17.32,4.31
03:59.6,26.29,8.1,17.32,4.31
03:59.9,26.29,8.1,17.32,4.31
04:00.3,26.29,8.1,17.32,4.31
04:00.7,26.29,8.1,17.32,4.31
04:01.0,26.29,8.1,17.32,4.31
04:01.4,26.29,8.1,17.32,4.31
04:01.8,26.29,8.1,17.32,4.31
04:02.1,26.29,8.1,17.32,4.31
04:02.5,26.29,8.1,17.32,4.31
04:02.9,26.29,8.1,17.32,4.31
04:03.2,26.29,8.1,17.32,4.31
04:03.5,26.29,8.1,17.32,4.31
04:04.0,26.29,8.1,17.32,4.31
04:04.3,26.29,8.1,17.32,4.31
04:04.7,26.29,8.1,17.32,4.31
04:05.1,26.29,8.1,17.32,4.31
04:05.4,26.29,8.1,17.32,4.31
04:05.8,26.29,8.1,17.32,4.31
04:06.2,26.29,8.1,17.32,4.31
04:06.5,26.29,8.1,17.32,4.31
04:06.9,26.29,8.1,17.32,4.31
04:07.3,26.29,8.1,17.32,4.31
04:07.6,26.29,8.1,17.32,4.31
04:08.0,26.29,8.1,17.32,4.31
04:08.3,26.29,8.1,17.32,4.31
04:08.7,26.29,8.1,17.32,4.31
04:09.1,26.29,8.1,17.32,4.31
04:09.4,26.29,8.1,17.32,4.31
04:09.8,26.29,8.1,17.32,4.31
04:10.1,26.29,8.1,17.32,4.31
04:10.5,26.29,8.1,17.32,4.31
04:10.9,26.29,8.1,17.32,4.31
04:11.3,26.29,8.1,17.32,4.31
04:11.6,26.29,8.1,17.32,4.31
04:12.0,26.29,8.1,17.32,4.31
04:12.4,26.29,8.1,17.32,4.31
04:12.7,26.29,8.1,17.32,4.31
04:13.1,26.29,8.1,17.32,4.31
04:13.4,26.29,8.1,17.32,4.31
04:13.8,26.29,8.1,17.32,4.31
04:14.2,26.29,8.1,17.32,4.31
04:14.5,26.29,8.1,17.32,4.31
04:14.9,26.29,8.1,17.32,4.31
04:15.2,26.29,8.1,17.32,4.31
04:15.6,26.29,8.1,17.32,4.31
04:16.0,26.29,8.1,17.32,4.31
04:16.3,26.29,8.1,17.32,4.31
04:16.7,26.29,8.1,17.32,4.31
04:17.1,26.29,8.1,17.32,4.31
04:17.5,26.29,8.1,17.32,4.31
