Time,Temperature,pH,Turbidity,DissolvedOxygen
2023-03-07 20:35:27.071237,25.61,6.96,302.64,15.90
2023-03-07 20:35:27.113215,25.45,6.44,400.39,15.67
2023-03-07 20:35:27.158189,25.36,6.06,446.99,16.73
2023-03-07 20:35:27.202163,25.73,6.87,307.29,16.90
2023-03-07 20:35:27.243139,25.28,6.89,328.44,15.80
2023-03-07 20:35:27.288115,25.41,6.50,352.30,16.11
2023-03-07 20:35:27.328792,25.19,6.95,372.60,16.63
2023-03-07 20:35:27.371926,25.44,6.19,358.70,15.12
2023-03-07 20:35:27.412902,25.86,6.05,341.41,16.23
2023-03-07 20:35:27.456874,25.05,6.85,384.78,16.76
2023-03-07 20:35:27.497851,25.75,6.98,440.67,15.95
2023-03-07 20:35:27.539830,25.99,6.11,379.49,16.05
2023-03-07 20:35:27.581180,25.26,6.88,332.51,16.10
2023-03-07 20:35:27.623321,25.70,6.77,388.66,15.90
2023-03-07 20:35:27.666329,25.88,6.52,405.71,15.93
2023-03-07 20:35:27.709463,25.19,6.80,324.44,16.18
2023-03-07 20:35:27.752252,25.45,6.90,410.60,16.89
2023-03-07 20:35:27.792229,25.88,6.45,428.79,16.70
2023-03-07 20:35:27.842349,25.78,6.63,425.05,15.91
2023-03-07 20:35:27.884900,25.11,6.78,439.74,15.07
2023-03-07 20:35:27.927847,25.17,6.37,331.05,15.60
2023-03-07 20:35:27.971846,25.29,6.56,316.64,16.53
2023-03-07 20:35:28.012798,25.62,6.90,393.18,15.55
2023-03-07 20:35:28.057800,25.21,6.55,446.16,15.90
2023-03-07 20:35:28.098775,25.92,6.12,409.90,16.51
2023-03-07 20:35:28.141377,25.43,6.89,336.41,16.07
2023-03-07 20:35:28.183385,25.91,6.90,306.93,15.98
2023-03-07 20:35:28.226737,25.00,6.80,345.72,15.40
2023-03-07 20:35:28.268716,25.05,6.40,352.44,16.89
2023-03-07 20:35:28.309315,25.85,6.99,333.84,15.97
2023-03-07 20:35:28.354125,25.25,6.54,338.15,15.57
2023-03-07 20:35:28.395789,25.05,6.41,394.75,16.87
2023-03-07 20:35:28.439764,25.14,6.61,395.87,15.49
2023-03-07 20:35:28.479821,25.76,6.11,441.95,15.72
2023-03-07 20:35:28.522151,25.09,6.99,302.35,15.55
2023-03-07 20:35:28.564895,25.15,7.00,363.90,15.66
2023-03-07 20:35:28.607871,25.46,6.15,355.82,15.15
2023-03-07 20:35:28.647827,25.80,6.23,397.67,15.62
2023-03-07 20:35:28.692819,25.39,6.56,410.53,15.08
2023-03-07 20:35:28.735774,25.06,6.44,393.16,15.44
2023-03-07 20:35:28.776773,25.16,6.82,418.02,16.39
2023-03-07 20:35:28.823724,25.57,6.62,441.66,15.17
2023-03-07 20:35:28.875717,25.23,6.49,397.44,16.32
2023-03-07 20:35:28.919735,25.63,6.60,410.87,16.58
2023-03-07 20:35:28.960709,25.57,6.65,386.59,15.72
2023-03-07 20:35:29.002687,25.55,6.93,433.06,15.95
2023-03-07 20:35:29.045659,25.08,6.45,303.43,15.45
2023-03-07 20:35:29.088611,25.43,6.19,373.55,15.90
2023-03-07 20:35:29.130610,25.35,6.29,393.20,16.03
2023-03-07 20:35:29.172550,25.26,6.20,417.02,15.05
2023-03-07 20:35:29.216109,25.92,6.00,399.14,16.90
2023-03-07 20:35:29.258771,25.58,6.89,351.70,16.55
2023-03-07 20:35:29.300774,25.78,6.74,359.68,15.44
2023-03-07 20:35:29.343723,25.17,6.94,376.11,15.71
2023-03-07 20:35:29.396695,25.75,6.26,346.59,16.62
2023-03-07 20:35:29.441695,25.97,6.85,386.25,16.51
2023-03-07 20:35:29.484671,25.83,6.59,336.69,15.42
2023-03-07 20:35:29.527617,25.25,6.15,328.62,16.23
2023-03-07 20:35:29.570616,25.85,6.16,398.83,15.78
2023-03-07 20:35:29.613592,25.47,6.28,340.65,15.37
2023-03-07 20:35:29.658303,25.94,6.96,387.33,15.88
2023-03-07 20:35:29.700278,25.02,6.91,353.36,16.13
2023-03-07 20:35:29.744514,25.93,6.32,342.13,16.25
2023-03-07 20:35:29.787489,25.05,6.55,342.11,15.95
2023-03-07 20:35:29.833441,25.03,6.59,361.32,15.88
2023-03-07 20:35:29.877448,25.62,6.71,314.64,15.77
2023-03-07 20:35:29.921448,25.58,6.63,430.98,15.12
2023-03-07 20:35:29.962827,25.08,6.12,342.09,15.25
2023-03-07 20:35:30.006801,25.61,6.57,434.99,16.80
2023-03-07 20:35:30.047799,25.74,6.97,313.21,16.13
2023-03-07 20:35:30.094161,25.86,6.55,441.79,15.70
2023-03-07 20:35:30.135120,25.40,6.61,398.79,15.37
2023-03-07 20:35:30.178086,25.16,6.88,414.22,16.80
2023-03-07 20:35:30.221486,25.45,6.46,319.74,15.02
2023-03-07 20:35:30.262486,25.55,6.15,411.46,16.53
2023-03-07 20:35:30.306436,25.37,6.12,435.16,16.52
2023-03-07 20:35:30.347436,25.33,6.71,383.96,16.78
2023-03-07 20:35:30.392476,25.92,6.15,411.29,15.67
2023-03-07 20:35:30.433476,25.25,6.66,397.69,15.12
2023-03-07 20:35:30.477449,25.85,6.27,435.33,15.70
2023-03-07 20:35:30.523422,25.51,6.23,342.19,17.00
2023-03-07 20:35:30.564377,25.89,6.83,386.95,15.25
2023-03-07 20:35:30.607566,25.43,6.33,441.88,16.90
2023-03-07 20:35:30.648560,25.78,6.41,317.62,15.13
2023-03-07 20:35:30.695534,25.92,6.12,321.97,16.45
2023-03-07 20:35:30.740036,25.28,6.65,425.23,16.68
2023-03-07 20:35:30.782012,25.97,6.70,356.48,15.19
2023-03-07 20:35:30.828175,25.18,6.53,402.50,16.05
2023-03-07 20:35:30.875152,25.88,6.21,425.76,15.55
2023-03-07 20:35:30.915070,25.04,6.17,434.16,16.33
2023-03-07 20:35:30.959642,25.55,6.51,380.26,16.98
2023-03-07 20:35:31.000533,25.78,6.83,421.03,16.74
2023-03-07 20:35:31.044665,25.28,6.04,386.72,15.26
2023-03-07 20:35:31.091659,25.46,6.53,325.76,16.37
2023-03-07 20:35:31.132613,25.18,6.36,373.99,15.96
2023-03-07 20:35:31.183650,25.35,6.07,416.79,15.84
2023-03-07 20:35:31.226626,25.37,6.64,400.78,16.42
2023-03-07 20:35:31.266785,25.11,6.89,417.14,16.55
2023-03-07 20:35:31.310310,25.68,6.07,331.36,16.09
2023-03-07 20:35:31.395260,25.77,6.77,406.96,15.91
2023-03-07 20:35:31.459226,25.77,6.73,440.93,15.30
2023-03-07 20:35:31.500203,25.08,6.57,336.25,15.30
2023-03-07 20:35:31.543517,25.50,6.83,397.18,15.20
2023-03-07 20:35:31.585496,25.66,6.88,330.82,15.21
2023-03-07 20:35:31.627470,25.77,6.17,344.71,16.04
2023-03-07 20:35:31.667447,25.57,6.74,300.56,16.22
2023-03-07 20:35:31.710750,25.09,6.42,391.78,16.71
2023-03-07 20:35:31.752040,25.12,6.47,424.64,15.14
2023-03-07 20:35:31.794535,25.40,6.99,407.76,16.18
2023-03-07 20:35:31.845509,25.60,6.18,356.41,16.23
2023-03-07 20:35:31.885450,25.44,6.37,417.73,16.56
2023-03-07 20:35:31.928448,25.92,6.16,321.93,16.47
2023-03-07 20:35:31.970429,25.42,6.87,317.79,16.87
2023-03-07 20:35:32.012777,25.87,6.41,358.43,15.37
2023-03-07 20:35:32.053762,25.10,6.37,419.62,15.99
2023-03-07 20:35:32.097703,25.73,6.17,363.34,15.43
2023-03-07 20:35:32.144677,25.53,6.57,386.60,16.37
2023-03-07 20:35:32.191650,25.71,6.16,310.67,15.04
2023-03-07 20:35:32.232737,26.00,6.81,441.14,15.21
2023-03-07 20:35:32.276713,25.04,6.73,435.28,16.28
2023-03-07 20:35:32.316689,25.60,6.19,352.26,16.55
2023-03-07 20:35:32.360336,25.62,6.44,360.79,15.21
2023-03-07 20:35:32.401312,25.27,6.91,400.30,15.23
2023-03-07 20:35:32.445287,25.23,6.35,350.12,16.43
2023-03-07 20:35:32.486264,25.58,6.02,383.38,16.62
2023-03-07 20:35:32.529083,25.38,6.58,383.98,15.82
2023-03-07 20:35:32.571061,25.20,6.16,443.68,16.45
2023-03-07 20:35:32.613034,25.48,6.06,341.40,16.51
2023-03-07 20:35:32.654637,25.01,6.24,384.70,16.02
2023-03-07 20:35:32.697609,25.14,6.41,384.70,15.44
2023-03-07 20:35:32.739646,25.73,6.15,388.84,16.13
2023-03-07 20:35:32.780311,25.51,6.68,442.96,15.19
2023-03-07 20:35:32.826337,25.19,6.64,378.76,15.86
2023-03-07 20:35:32.873102,25.81,6.10,408.49,16.96
2023-03-07 20:35:32.914841,25.95,6.88,323.92,16.44
2023-03-07 20:35:32.957821,25.61,6.39,349.63,15.16
2023-03-07 20:35:32.999860,25.57,6.55,311.13,16.99
2023-03-07 20:35:33.045060,25.57,6.11,348.01,15.26
2023-03-07 20:35:33.086822,25.86,6.90,371.77,16.32
2023-03-07 20:35:33.129018,25.45,6.41,397.04,15.53
2023-03-07 20:35:33.175895,25.90,6.56,376.21,16.75
2023-03-07 20:35:33.218401,25.54,6.06,360.33,16.72
2023-03-07 20:35:33.261403,25.23,6.17,374.18,16.03
2023-03-07 20:35:33.302379,25.37,6.28,356.60,16.12
2023-03-07 20:35:33.346370,25.19,6.62,341.51,16.70
2023-03-07 20:35:33.387321,25.14,6.57,417.35,16.00
2023-03-07 20:35:33.429785,25.14,6.10,407.79,15.17
2023-03-07 20:35:33.468785,25.42,6.72,390.84,15.44
2023-03-07 20:35:33.511247,25.73,6.46,400.88,16.85
2023-03-07 20:35:33.552244,25.43,6.93,403.54,16.14
2023-03-07 20:35:33.594220,25.77,6.76,444.15,16.46
2023-03-07 20:35:33.634906,25.03,6.05,447.37,15.20
2023-03-07 20:35:33.678046,25.29,6.72,422.86,16.64
2023-03-07 20:35:33.718023,25.64,6.75,427.97,16.19
2023-03-07 20:35:33.761001,25.64,6.75,446.53,15.46
2023-03-07 20:35:33.801998,25.62,6.84,318.67,15.92
2023-03-07 20:35:33.847878,25.91,6.37,439.48,16.32
2023-03-07 20:35:33.896850,25.61,6.69,448.86,16.99
2023-03-07 20:35:33.938828,25.01,6.02,321.76,15.50
2023-03-07 20:35:33.981305,25.66,6.09,377.59,16.49
2023-03-07 20:35:34.026398,25.05,6.89,365.40,16.94
2023-03-07 20:35:34.067371,25.08,6.80,382.06,15.69
2023-03-07 20:35:34.110172,25.16,6.57,424.92,16.26
2023-03-07 20:35:34.150149,25.13,6.60,300.88,16.67
2023-03-07 20:35:34.192873,25.67,6.30,395.67,15.65
2023-03-07 20:35:34.234863,25.63,6.17,408.80,16.76
2023-03-07 20:35:34.279840,25.18,6.00,303.12,16.81
2023-03-07 20:35:34.319837,25.27,6.61,347.67,15.95
2023-03-07 20:35:34.362173,25.78,6.04,302.22,16.41
2023-03-07 20:35:34.403151,25.40,6.31,449.14,15.57
2023-03-07 20:35:34.445147,25.36,6.73,399.92,15.84
2023-03-07 20:35:34.485124,25.11,6.40,319.82,15.28
2023-03-07 20:35:34.528576,25.56,6.53,316.36,16.67
2023-03-07 20:35:34.570329,25.12,6.69,377.49,16.35
2023-03-07 20:35:34.613307,25.11,6.58,379.78,15.84
2023-03-07 20:35:34.654743,25.46,6.66,385.93,16.27
2023-03-07 20:35:34.698748,25.07,6.13,410.62,16.33
2023-03-07 20:35:34.737701,25.35,6.12,389.43,15.43
2023-03-07 20:35:34.780833,25.50,6.60,367.53,16.65
2023-03-07 20:35:34.820506,25.06,6.32,375.49,16.22
2023-03-07 20:35:34.873733,25.71,6.43,364.95,16.24
2023-03-07 20:35:34.913887,25.92,6.87,411.93,16.86
2023-03-07 20:35:34.953866,25.21,6.86,441.90,15.46
2023-03-07 20:35:34.999067,25.94,6.15,447.23,16.85
2023-03-07 20:35:35.041279,25.32,6.85,324.60,16.07
2023-03-07 20:35:35.084115,25.61,6.01,411.89,15.38
2023-03-07 20:35:35.127361,25.93,6.29,309.51,15.31
2023-03-07 20:35:35.168364,25.39,6.34,375.62,15.64
2023-03-07 20:35:35.211000,25.28,6.87,417.34,16.55
2023-03-07 20:35:35.252601,25.28,6.87,440.37,16.45
2023-03-07 20:35:35.296598,25.14,6.93,393.22,15.78
2023-03-07 20:35:35.336553,25.16,6.14,418.50,15.81
2023-03-07 20:35:35.382769,25.65,6.11,363.36,16.05
2023-03-07 20:35:35.424084,25.40,6.80,448.33,15.05
2023-03-07 20:35:35.467424,25.08,6.34,377.82,16.70
2023-03-07 20:35:35.510339,25.96,6.98,388.80,16.04
2023-03-07 20:35:35.551339,25.86,6.43,444.30,15.50
2023-03-07 20:35:35.595163,25.96,6.80,327.99,15.77
2023-03-07 20:35:35.636163,25.20,6.88,385.27,16.48
2023-03-07 20:35:35.679216,25.54,6.47,309.01,16.07
2023-03-07 20:35:35.720177,25.42,6.06,408.64,15.76
2023-03-07 20:35:35.763370,25.85,6.39,354.07,16.15
2023-03-07 20:35:35.804358,25.44,6.94,420.18,16.12
2023-03-07 20:35:35.848506,25.32,6.30,395.59,16.89
2023-03-07 20:35:35.899468,25.38,6.68,318.08,15.64
2023-03-07 20:35:35.945444,25.99,6.45,436.16,15.38
2023-03-07 20:35:35.986735,25.80,6.41,395.68,15.82
2023-03-07 20:35:36.034644,25.71,6.76,431.03,16.60
2023-03-07 20:35:36.078619,25.63,6.76,350.66,16.16
2023-03-07 20:35:36.118597,25.97,6.60,391.20,15.58
2023-03-07 20:35:36.163570,25.57,6.50,376.85,15.98
2023-03-07 20:35:36.204861,25.08,6.39,413.95,16.70
2023-03-07 20:35:36.248255,25.25,6.81,399.31,15.57
2023-03-07 20:35:36.289209,25.72,6.45,330.52,15.81
2023-03-07 20:35:36.334565,25.58,6.42,349.30,15.30
2023-03-07 20:35:36.376443,25.10,6.54,307.56,16.01
2023-03-07 20:35:36.420958,25.52,6.35,391.03,15.69
2023-03-07 20:35:36.467413,25.05,6.14,331.23,16.96
2023-03-07 20:35:36.511370,25.29,6.34,301.94,15.19
2023-03-07 20:35:36.552346,25.16,6.62,328.47,15.59
2023-03-07 20:35:36.595489,25.10,7.00,378.68,16.00
2023-03-07 20:35:36.636443,25.88,6.23,412.57,15.66
2023-03-07 20:35:36.684938,25.66,6.13,390.35,16.70
2023-03-07 20:35:36.729869,25.35,6.27,321.25,16.86
2023-03-07 20:35:36.769845,25.47,6.34,401.30,15.13
2023-03-07 20:35:36.813534,25.08,6.13,398.62,16.41
2023-03-07 20:35:36.854582,25.62,6.21,305.54,15.99
2023-03-07 20:35:36.905553,25.26,6.52,435.97,16.29
2023-03-07 20:35:36.947953,25.77,6.32,332.23,15.80
2023-03-07 20:35:36.989220,25.74,6.93,435.95,15.60
2023-03-07 20:35:37.031217,25.58,6.17,371.59,16.83
2023-03-07 20:35:37.072172,25.80,6.18,300.43,16.46
2023-03-07 20:35:37.115089,25.88,6.16,417.78,15.73
2023-03-07 20:35:37.156253,25.41,6.04,391.61,16.30
2023-03-07 20:35:37.199921,25.29,6.98,391.37,15.24
2023-03-07 20:35:37.243646,25.18,6.65,378.57,16.37
2023-03-07 20:35:37.284896,25.79,6.12,402.80,15.23
2023-03-07 20:35:37.325124,25.50,6.67,428.40,16.04
2023-03-07 20:35:37.367114,25.16,6.57,359.80,15.58
2023-03-07 20:35:37.410659,25.50,6.86,333.30,15.20
2023-03-07 20:35:37.452571,25.26,6.40,373.82,16.55
2023-03-07 20:35:37.494546,25.60,6.42,420.27,16.83
2023-03-07 20:35:37.536519,25.70,6.35,413.37,16.89
2023-03-07 20:35:37.585699,25.96,6.39,318.83,15.61
2023-03-07 20:35:37.627673,25.42,6.23,380.18,16.76
2023-03-07 20:35:37.670648,25.89,6.73,363.28,16.85
2023-03-07 20:35:37.715642,25.33,6.07,356.56,15.18
2023-03-07 20:35:37.754961,25.54,6.38,376.18,16.36
2023-03-07 20:35:37.798255,25.22,6.23,330.97,15.33
2023-03-07 20:35:37.839230,25.58,6.83,430.67,16.25
2023-03-07 20:35:37.882215,25.95,6.39,392.66,15.52
2023-03-07 20:35:37.934228,25.95,6.31,313.82,15.34
2023-03-07 20:35:37.975123,25.09,6.79,411.18,16.24
2023-03-07 20:35:38.018077,25.43,6.02,313.34,15.71
2023-03-07 20:35:38.062050,25.29,6.11,357.23,16.20
2023-03-07 20:35:38.104077,25.35,6.86,378.36,15.45
2023-03-07 20:35:38.148052,25.33,6.03,311.69,16.10
2023-03-07 20:35:38.188289,25.17,6.37,313.22,16.93
2023-03-07 20:35:38.231575,25.07,6.95,383.45,16.88
2023-03-07 20:35:38.272734,25.17,6.76,309.50,15.66
2023-03-07 20:35:38.315040,25.52,6.08,417.08,15.59
2023-03-07 20:35:38.359998,25.80,6.31,302.78,16.96
2023-03-07 20:35:38.402921,25.02,6.81,408.11,16.92
2023-03-07 20:35:38.445140,25.82,6.92,340.78,15.10
2023-03-07 20:35:38.486955,25.27,6.31,442.19,15.12
2023-03-07 20:35:38.529907,25.59,6.38,445.93,16.84
2023-03-07 20:35:38.570906,25.24,6.00,424.41,15.50
2023-03-07 20:35:38.615861,25.12,6.37,442.51,15.78
2023-03-07 20:35:38.654858,25.53,6.59,407.03,15.36
2023-03-07 20:35:38.699810,25.86,6.67,435.14,15.91
2023-03-07 20:35:38.742789,25.13,6.03,336.15,16.27
2023-03-07 20:35:38.786761,25.24,6.37,421.45,15.47
2023-03-07 20:35:38.829737,25.83,6.72,410.15,16.37
2023-03-07 20:35:38.871732,25.09,6.96,312.10,15.31
2023-03-07 20:35:38.922664,25.17,6.43,345.39,15.15
2023-03-07 20:35:38.965617,25.90,6.96,382.55,15.03
2023-03-07 20:35:39.006595,25.78,6.15,414.11,15.44
2023-03-07 20:35:39.051324,25.85,6.22,375.53,15.32
2023-03-07 20:35:39.093276,25.78,6.92,334.59,16.90
2023-03-07 20:35:39.144281,25.36,6.95,337.68,16.12
2023-03-07 20:35:39.186495,25.08,6.06,408.45,16.91
2023-03-07 20:35:39.226535,25.42,6.38,442.76,16.27
2023-03-07 20:35:39.269209,25.81,6.83,326.29,16.62
2023-03-07 20:35:39.310381,25.32,6.93,328.13,15.25
2023-03-07 20:35:39.352840,25.74,6.97,407.27,15.77
2023-03-07 20:35:39.396433,25.39,6.11,443.48,15.09
2023-03-07 20:35:39.436985,25.43,6.97,325.23,15.47
2023-03-07 20:35:39.476804,25.36,6.34,406.18,16.44
2023-03-07 20:35:39.519919,25.65,6.96,363.65,15.11
2023-03-07 20:35:39.565204,25.61,6.75,323.44,15.74
2023-03-07 20:35:39.606475,25.52,6.21,386.52,15.54
2023-03-07 20:35:39.649473,25.78,6.05,353.32,16.55
2023-03-07 20:35:39.689617,25.36,6.85,403.00,15.43
2023-03-07 20:35:39.733211,25.30,6.67,446.72,16.38
2023-03-07 20:35:39.776184,25.08,6.21,306.47,15.21
2023-03-07 20:35:39.818811,25.35,6.41,408.31,16.44
2023-03-07 20:35:39.858788,25.88,6.44,392.53,16.75
2023-03-07 20:35:39.910296,25.17,6.38,322.12,16.73
2023-03-07 20:35:39.953786,25.88,6.71,309.05,16.44
2023-03-07 20:35:39.994766,25.10,6.17,433.10,16.61
2023-03-07 20:35:40.038742,25.75,6.10,430.66,15.44
2023-03-07 20:35:40.083735,25.47,6.45,348.97,16.06
2023-03-07 20:35:40.125020,25.67,6.58,320.46,15.46
2023-03-07 20:35:40.166650,25.95,6.84,429.93,16.75
2023-03-07 20:35:40.209783,25.73,6.84,346.84,16.00
2023-03-07 20:35:40.252750,25.03,6.02,383.65,15.79
2023-03-07 20:35:40.296725,25.84,6.12,315.12,16.24
2023-03-07 20:35:40.338758,25.46,6.70,399.99,15.82
2023-03-07 20:35:40.383275,25.07,6.84,389.15,16.46
2023-03-07 20:35:40.424268,25.80,6.06,381.93,16.39
2023-03-07 20:35:40.467544,25.18,6.28,323.37,16.43
2023-03-07 20:35:40.508494,25.68,6.40,439.37,15.64
2023-03-07 20:35:40.551493,25.16,6.54,395.13,15.16
2023-03-07 20:35:40.591470,25.52,6.38,312.82,16.73
2023-03-07 20:35:40.633078,25.72,6.44,404.87,15.23
2023-03-07 20:35:40.675235,25.84,6.91,320.32,15.25
2023-03-07 20:35:40.717210,25.76,6.78,447.31,15.62
2023-03-07 20:35:40.757210,25.79,6.37,419.98,16.93
2023-03-07 20:35:40.800227,25.09,6.71,408.21,15.77
2023-03-07 20:35:40.842180,25.96,6.30,359.27,15.42
2023-03-07 20:35:40.888404,25.40,6.44,405.24,15.52
2023-03-07 20:35:40.938374,25.96,6.30,321.04,15.01
2023-03-07 20:35:41.012384,25.64,6.54,384.92,15.78
2023-03-07 20:35:41.082555,25.21,6.96,369.98,16.77
2023-03-07 20:35:41.127704,25.92,6.24,405.46,15.38
2023-03-07 20:35:41.170677,25.97,6.03,390.81,15.11
2023-03-07 20:35:41.212657,25.09,6.55,406.32,16.00
2023-03-07 20:35:41.254506,25.01,6.97,348.49,16.24
2023-03-07 20:35:41.296459,25.85,6.93,307.24,16.98
2023-03-07 20:35:41.338436,25.12,6.67,437.67,15.29
2023-03-07 20:35:41.386407,25.08,6.41,346.83,16.81
2023-03-07 20:35:41.440374,25.40,6.99,440.60,15.04
2023-03-07 20:35:41.489224,25.09,6.65,418.90,15.03
2023-03-07 20:35:41.533219,25.56,6.97,441.87,15.91
2023-03-07 20:35:41.574197,25.85,7.00,442.98,16.97
2023-03-07 20:35:41.619372,25.61,6.47,308.74,16.75
2023-03-07 20:35:41.665343,25.43,6.26,346.46,15.50
2023-03-07 20:35:41.710316,25.68,6.02,437.69,15.36
2023-03-07 20:35:41.754170,25.56,6.72,329.61,15.75
2023-03-07 20:35:41.794645,25.39,6.55,314.47,15.63
2023-03-07 20:35:41.837620,25.15,6.14,307.53,15.20
2023-03-07 20:35:41.879169,25.11,6.42,332.52,15.44
2023-03-07 20:35:41.928830,25.96,6.54,347.54,16.31
2023-03-07 20:35:41.971066,25.14,6.93,333.06,15.57
2023-03-07 20:35:42.011023,25.64,6.19,446.43,16.91
2023-03-07 20:35:42.052134,25.35,6.23,417.66,15.58
2023-03-07 20:35:42.094128,25.31,6.42,351.68,15.09
2023-03-07 20:35:42.138105,25.96,6.44,392.87,16.96
2023-03-07 20:35:42.179058,25.81,6.43,361.80,15.40
2023-03-07 20:35:42.220986,25.81,6.02,301.33,16.95
2023-03-07 20:35:42.262966,25.49,6.10,359.56,16.19
2023-03-07 20:35:42.305025,25.00,6.63,303.02,15.28
2023-03-07 20:35:42.344977,25.53,6.97,346.91,16.86
2023-03-07 20:35:42.387723,25.19,6.16,421.34,15.18
2023-03-07 20:35:42.430767,25.83,6.88,377.42,16.63
2023-03-07 20:35:42.472410,25.16,6.57,302.60,15.76
2023-03-07 20:35:42.513215,25.66,6.04,436.10,15.63
2023-03-07 20:35:42.556653,25.45,6.70,422.07,16.14
2023-03-07 20:35:42.596609,25.39,6.52,418.99,16.67
2023-03-07 20:35:42.638581,25.55,6.68,371.74,15.18
2023-03-07 20:35:42.678580,25.47,6.48,428.02,16.74
2023-03-07 20:35:42.726782,25.35,6.48,313.40,15.68
2023-03-07 20:35:42.770758,25.75,6.75,316.77,17.00
2023-03-07 20:35:42.809735,25.14,6.69,356.17,16.01
2023-03-07 20:35:42.853361,25.87,6.38,415.74,15.51
2023-03-07 20:35:42.901310,25.23,6.80,436.80,15.16
2023-03-07 20:35:42.945285,25.20,6.11,335.50,16.91
2023-03-07 20:35:42.988493,25.20,6.87,434.36,16.50
2023-03-07 20:35:43.029755,25.62,6.34,449.70,15.82
2023-03-07 20:35:43.074258,25.28,6.68,352.85,15.61
2023-03-07 20:35:43.117232,25.50,6.78,393.91,15.80
2023-03-07 20:35:43.158312,25.33,6.95,322.75,16.64
2023-03-07 20:35:43.205283,25.26,6.21,400.18,15.80
2023-03-07 20:35:43.245259,25.96,6.32,327.26,15.49
2023-03-07 20:35:43.288689,25.37,6.59,399.07,15.11
2023-03-07 20:35:43.330225,25.41,6.14,343.42,15.32
2023-03-07 20:35:43.372529,25.29,6.66,344.36,16.36
2023-03-07 20:35:43.421483,25.19,6.17,348.66,16.13
2023-03-07 20:35:43.464490,25.09,6.65,411.37,16.44
2023-03-07 20:35:43.506481,25.76,6.39,410.24,16.88
2023-03-07 20:35:43.546440,25.02,6.28,408.30,16.63
2023-03-07 20:35:43.589931,25.35,6.29,304.41,16.93
2023-03-07 20:35:43.629904,25.43,6.11,435.52,15.39
2023-03-07 20:35:43.673856,25.74,6.88,347.33,15.03
2023-03-07 20:35:43.716283,25.28,6.67,306.52,16.33
2023-03-07 20:35:43.757747,25.90,6.42,369.20,16.16
2023-03-07 20:35:43.797700,25.88,6.58,383.48,15.30
2023-03-07 20:35:43.840675,25.40,6.72,393.83,15.46
2023-03-07 20:35:43.881665,25.03,6.94,359.93,16.20
2023-03-07 20:35:43.931788,25.36,6.38,394.73,15.48
2023-03-07 20:35:43.973762,26.00,6.75,328.81,16.35
2023-03-07 20:35:44.013739,25.52,6.33,317.11,16.76
2023-03-07 20:35:44.057056,25.21,6.03,361.70,16.00
2023-03-07 20:35:44.107026,25.09,6.60,444.96,15.36
2023-03-07 20:35:44.150032,25.81,6.45,393.26,16.89
2023-03-07 20:35:44.194714,25.82,6.97,314.20,16.12
2023-03-07 20:35:44.238689,25.54,6.72,391.37,16.54
2023-03-07 20:35:44.278667,25.74,6.24,426.08,15.36
2023-03-07 20:35:44.322220,25.41,6.85,361.06,16.11
2023-03-07 20:35:44.363205,25.42,6.78,437.50,15.17
2023-03-07 20:35:44.407181,25.80,6.19,313.40,15.54
2023-03-07 20:35:44.447157,25.58,6.10,332.40,15.09
2023-03-07 20:35:44.490133,25.63,6.69,383.05,15.36
2023-03-07 20:35:44.532087,25.86,6.40,334.41,15.71
2023-03-07 20:35:44.575382,25.60,6.78,396.32,16.03
2023-03-07 20:35:44.616360,25.84,6.70,393.27,16.13
2023-03-07 20:35:44.658357,25.99,6.86,429.57,16.39
2023-03-07 20:35:44.703309,25.18,6.18,339.32,15.83
2023-03-07 20:35:44.746769,25.87,6.67,348.91,16.31
2023-03-07 20:35:44.789749,25.82,6.79,443.31,15.71
2023-03-07 20:35:44.830432,25.70,6.73,397.74,15.80
2023-03-07 20:35:44.873782,25.42,6.66,366.02,16.96
2023-03-07 20:35:44.924729,25.54,6.50,363.44,15.36
2023-03-07 20:35:44.965705,25.85,6.57,335.51,16.04
2023-03-07 20:35:45.009157,25.22,6.03,321.03,15.41
2023-03-07 20:35:45.050136,25.29,6.89,319.31,16.31
2023-03-07 20:35:45.096035,25.42,6.95,423.92,16.17
2023-03-07 20:35:45.137531,25.42,6.08,365.83,15.70
2023-03-07 20:35:45.179642,25.05,6.26,344.22,15.23
2023-03-07 20:35:45.223641,25.57,6.06,349.10,16.24
2023-03-07 20:35:45.264594,25.46,6.91,436.91,16.06
2023-03-07 20:35:45.307956,25.66,6.05,391.14,15.88
2023-03-07 20:35:45.347911,25.75,6.05,300.57,16.55
2023-03-07 20:35:45.388889,25.59,6.95,340.55,15.43
2023-03-07 20:35:45.429886,25.47,6.54,420.22,15.85
2023-03-07 20:35:45.476194,25.41,6.23,377.71,16.26
2023-03-07 20:35:45.517920,25.28,6.29,374.83,16.31
2023-03-07 20:35:45.558879,25.62,6.48,307.04,15.56
2023-03-07 20:35:45.599834,25.98,6.69,346.94,16.86
2023-03-07 20:35:45.643183,25.14,6.45,346.13,15.07
2023-03-07 20:35:45.683163,25.50,6.84,304.00,15.37
2023-03-07 20:35:45.726416,25.51,6.07,389.77,16.14
2023-03-07 20:35:45.769128,25.21,6.38,410.84,16.92
2023-03-07 20:35:45.811392,25.98,6.47,435.74,15.42
2023-03-07 20:35:45.854157,25.99,6.99,373.96,16.23
2023-03-07 20:35:45.904103,25.79,6.70,375.17,15.14
